"","state","PC_name","O.S.N.","Candidate","Party","EVM.Votes","Postal.Votes","Total.Votes","Pct.of.Votes","NA.","NA..1","Migrant.Votes"
"2338","Uttar Pradesh","Lucknow","12","Shamim Khan","Nagrik Ekta Party","931","4","935","0.08",NA,NA,NA
"2339","Uttar Pradesh","Lucknow","13","Avinash Chandra Jain","Independent","592","2","594","0.05",NA,NA,NA
"2340","Uttar Pradesh","Lucknow","14","Jimidar Singh Yadav","Independent","857","2","859","0.08",NA,NA,NA
"2341","Uttar Pradesh","Lucknow","15","Sanjay Singh Rana","Independent","980","1","981","0.09",NA,NA,NA
"2342","Uttar Pradesh","Lucknow","16","NOTA","None of the Above","7259","157","7416","0.66",NA,NA,NA
"2343","Uttar Pradesh","Mohanlalganj","1","Kaushal Kishore","Bharatiya Janata Party","626972","2776","629748","49.62",NA,NA,NA
"2344","Uttar Pradesh","Mohanlalganj","2","R. K. Chaudhary","Indian National Congress","59632","429","60061","4.73",NA,NA,NA
"2345","Uttar Pradesh","Mohanlalganj","3","C. L. Verma","Bahujan Samaj Party","537172","2347","539519","42.51",NA,NA,NA
"2346","Uttar Pradesh","Mohanlalganj","4","Ganesh Rawat","Pragatishil Samajwadi Party (Lohia)","7954","21","7975","0.63",NA,NA,NA
"2347","Uttar Pradesh","Mohanlalganj","5","Jagdish Prasad Gautam","Manavtawadi Samaj Party","1441","2","1443","0.11",NA,NA,NA
"2348","Uttar Pradesh","Mohanlalganj","6","Radha Ambedkar","Peoples Party of India (Democratic)","1219","0","1219","0.1",NA,NA,NA
"2349","Uttar Pradesh","Mohanlalganj","7","Ram Sagar Paasi","Samdarshi Samaj Party","1510","5","1515","0.12",NA,NA,NA
"2350","Uttar Pradesh","Mohanlalganj","8","Shatrohan Lal Rawat","Lok Dal","2629","4","2633","0.21",NA,NA,NA
"2351","Uttar Pradesh","Mohanlalganj","9","Sushil Kumar","Aadarsh Sangram Party","4281","0","4281","0.34",NA,NA,NA
"2352","Uttar Pradesh","Mohanlalganj","10","Jagdish Rawat","Independent","3060","2","3062","0.24",NA,NA,NA
"2353","Uttar Pradesh","Mohanlalganj","11","Prabhawati Devi","Independent","4329","3","4332","0.34",NA,NA,NA
"2354","Uttar Pradesh","Mohanlalganj","12","Ramesh Kumar","Independent","2462","0","2462","0.19",NA,NA,NA
"2355","Uttar Pradesh","Mohanlalganj","13","NOTA","None of the Above","10721","69","10790","0.85",NA,NA,NA
"2356","Uttar Pradesh","Unnao","1","Annu Tandon","Indian National Congress","185468","166","185634","15.01",NA,NA,NA
"2357","Uttar Pradesh","Unnao","2","Arun Shanker Shukla","Samajwadi Party","302263","288","302551","24.46",NA,NA,NA
"2358","Uttar Pradesh","Unnao","3","Swami Sakshi Ji Maharaj","Bharatiya Janata Party","702441","1066","703507","56.87",NA,NA,NA
"2359","Uttar Pradesh","Unnao","4","Umar Khan","Nagrik Ekta Party","11122","1","11123","0.9",NA,NA,NA
"2360","Uttar Pradesh","Unnao","5","Chedi Lal","Bharat Prabhat Party","3088","2","3090","0.25",NA,NA,NA
"2361","Uttar Pradesh","Unnao","6","Deepak Chaurasia","Janhit Kisan Party","5712","3","5715","0.46",NA,NA,NA
"2362","Uttar Pradesh","Unnao","7","Shailesh Kushwaha","Aajad Bharat Party (Democratic)","3550","0","3550","0.29",NA,NA,NA
"2363","Uttar Pradesh","Unnao","8","Satish Kumar Shukla","Pragatishil Samajwadi Party (Lohia)","6710","1","6711","0.54",NA,NA,NA
"2364","Uttar Pradesh","Unnao","9","Satyendra Nath Gaur","Independent","4003","2","4005","0.32",NA,NA,NA
"2365","Uttar Pradesh","Unnao","10","NOTA","None of the Above","11189","1","11190","0.9",NA,NA,NA
"2366","Uttar Pradesh","Misrikh","1","Ashok Kumar Rawat","Bharatiya Janata Party","533562","867","534429","52.05",NA,NA,NA
"2367","Uttar Pradesh","Misrikh","2","Dr Neelu Satyarthi","Bahujan Samaj Party","433110","647","433757","42.25",NA,NA,NA
"2368","Uttar Pradesh","Misrikh","3","Manjari Rahi","Indian National Congress","26446","59","26505","2.58",NA,NA,NA
"2369","Uttar Pradesh","Misrikh","4","Arun Kumari Kori","Pragatishil Samajwadi Party (Lohia)","2429","13","2442","0.24",NA,NA,NA
"2370","Uttar Pradesh","Misrikh","5","Nagendra Kumar","Rashtrawadi Shramjeevi Dal","1547","1","1548","0.15",NA,NA,NA
"2371","Uttar Pradesh","Misrikh","6","Beerendra Kanaujiya","Hindusthan Nirman Dal","1556","1","1557","0.15",NA,NA,NA
"2372","Uttar Pradesh","Misrikh","7","Rahul Kumar","Bhartiya Krishak Dal","911","0","911","0.09",NA,NA,NA
"2373","Uttar Pradesh","Misrikh","8","Arpit","Independent","1002","0","1002","0.1",NA,NA,NA
"2374","Uttar Pradesh","Misrikh","9","Arvind Kumar","Independent","939","0","939","0.09",NA,NA,NA
"2375","Uttar Pradesh","Misrikh","10","Akash Niraj","Independent","1939","0","1939","0.19",NA,NA,NA
"2376","Uttar Pradesh","Misrikh","11","Raju Verma","Independent","1303","0","1303","0.13",NA,NA,NA
"2377","Uttar Pradesh","Misrikh","12","Rampal","Independent","2221","0","2221","0.22",NA,NA,NA
"2378","Uttar Pradesh","Misrikh","13","Shripal Verma","Independent","7934","0","7934","0.77",NA,NA,NA
"2379","Uttar Pradesh","Misrikh","14","NOTA","None of the Above","10164","17","10181","0.99",NA,NA,NA
"2380","Uttar Pradesh","Hardoi","1","Usha Verma","Samajwadi Party","434459","1210","435669","41.2",NA,NA,NA
"2381","Uttar Pradesh","Hardoi","2","Jai Prakash","Bharatiya Janata Party","567244","899","568143","53.72",NA,NA,NA
"2382","Uttar Pradesh","Hardoi","3","Virendra Kumar","Indian National Congress","19943","29","19972","1.89",NA,NA,NA
"2383","Uttar Pradesh","Hardoi","4","Mahendra Pal Verma","Bahujan Awam Party","2247","6","2253","0.21",NA,NA,NA
"2384","Uttar Pradesh","Hardoi","5","Ram Chandra","Bhartiya Krishak Dal","1130","0","1130","0.11",NA,NA,NA
"2385","Uttar Pradesh","Hardoi","6","Sahab Singh","Peoples Party of India (Democratic)","1197","0","1197","0.11",NA,NA,NA
"2386","Uttar Pradesh","Hardoi","7","Sanjay Bharatiya","Pragatishil Samajwadi Party (Lohia)","1801","1","1802","0.17",NA,NA,NA
"2387","Uttar Pradesh","Hardoi","8","Avdhesh Kumar","Independent","1373","0","1373","0.13",NA,NA,NA
"2388","Uttar Pradesh","Hardoi","9","Chotte Lal","Independent","2041","0","2041","0.19",NA,NA,NA
"2389","Uttar Pradesh","Hardoi","10","Bhaiya Lal","Independent","7911","0","7911","0.75",NA,NA,NA
"2390","Uttar Pradesh","Hardoi","11","Shive Kumar","Independent","5043","0","5043","0.48",NA,NA,NA
"2391","Uttar Pradesh","Hardoi","12","NOTA","None of the Above","11003","21","11024","1.04",NA,NA,NA
"2392","Uttar Pradesh","Sitapur","1","Qaiser Jahan","Indian National Congress","95958","60","96018","9.02",NA,NA,NA
"2393","Uttar Pradesh","Sitapur","2","Nakul Dubey","Bahujan Samaj Party","413173","522","413695","38.86",NA,NA,NA
"2394","Uttar Pradesh","Sitapur","3","Rajesh Verma","Bharatiya Janata Party","513984","544","514528","48.33",NA,NA,NA
"2395","Uttar Pradesh","Sitapur","4","Anil Singh","Aam Janta Party (India)","7530","2","7532","0.71",NA,NA,NA
"2396","Uttar Pradesh","Sitapur","5","Abu bakar","Bharat Prabhat Party","1827","1","1828","0.17",NA,NA,NA
"2397","Uttar Pradesh","Sitapur","6","Geeta Devi","Bahujan Awam Party","1441","0","1441","0.14",NA,NA,NA
"2398","Uttar Pradesh","Sitapur","7","Mahendra Kumar","Awami Samta Party","2332","0","2332","0.22",NA,NA,NA
"2399","Uttar Pradesh","Sitapur","8","Vijay Kumar Mishra","Pragatishil Samajwadi Party (Lohia)","1737","5","1742","0.16",NA,NA,NA
"2400","Uttar Pradesh","Sitapur","9","Turab Ali","Independent","4508","0","4508","0.42",NA,NA,NA
"2401","Uttar Pradesh","Sitapur","10","Pyare Lal Bhargva","Independent","4447","1","4448","0.42",NA,NA,NA
"2402","Uttar Pradesh","Sitapur","11","Vinod Kumar","Independent","4083","0","4083","0.38",NA,NA,NA
"2403","Uttar Pradesh","Sitapur","12","Shuchita Kumar","Independent","3492","1","3493","0.33",NA,NA,NA
"2404","Uttar Pradesh","Sitapur","13","NOTA","None of the Above","8866","7","8873","0.83",NA,NA,NA
"2405","Uttar Pradesh","Dhaurahra","1","ARSHAD ILIYAS SIDDIQUI","Bahujan Samaj Party","352093","201","352294","33.12",NA,NA,NA
"2406","Uttar Pradesh","Dhaurahra","2","KUNWAR JITIN PRASADA","Indian National Congress","162727","129","162856","15.31",NA,NA,NA
"2407","Uttar Pradesh","Dhaurahra","3","REKHA VERMA","Bharatiya Janata Party","512582","323","512905","48.21",NA,NA,NA
"2408","Uttar Pradesh","Dhaurahra","4","ANIL KUMAR ' RAJVANSHI'","Bahujan Awam Party","9287","1","9288","0.87",NA,NA,NA
"2409","Uttar Pradesh","Dhaurahra","5","BALJEET KAUR","Hindusthan Nirman Dal","3165","1","3166","0.3",NA,NA,NA
"2410","Uttar Pradesh","Dhaurahra","6","MALKHAN SINGH RAJPOOT","Pragatishil Samajwadi Party (Lohia)","4288","0","4288","0.4",NA,NA,NA
"2411","Uttar Pradesh","Dhaurahra","7","MUKESH KUMAR","Shivsena","3556","0","3556","0.33",NA,NA,NA
"2412","Uttar Pradesh","Dhaurahra","8","REETU VERMA 'DIDI'","Independent","4688","1","4689","0.44",NA,NA,NA
"2413","Uttar Pradesh","Dhaurahra","9","NOTA","None of the Above","10792","6","10798","1.02",NA,NA,NA
"2414","Uttar Pradesh","Kheri","1","Ajay Kumar","Bharatiya Janata Party","609285","304","609589","53.63",NA,NA,NA
"2415","Uttar Pradesh","Kheri","2","Zafar Ali Naqvi","Indian National Congress","92127","28","92155","8.11",NA,NA,NA
"2416","Uttar Pradesh","Kheri","3","Dr. Purvi Verma","Samajwadi Party","390665","117","390782","34.38",NA,NA,NA
"2417","Uttar Pradesh","Kheri","4","Vipnesh Shukla","Communist Party of India","11857","0","11857","1.04",NA,NA,NA
"2418","Uttar Pradesh","Kheri","5","Asif Khan","Bhartiya Kisan Party","1626","0","1626","0.14",NA,NA,NA
"2419","Uttar Pradesh","Kheri","6","Krishna Kumar Yadav","Lok Jan Sangharsh Party","968","0","968","0.09",NA,NA,NA
"2420","Uttar Pradesh","Kheri","7","Bandana Gupta","Bhartiya Shakti Chetna Party","1016","1","1017","0.09",NA,NA,NA
"2421","Uttar Pradesh","Kheri","8","Mahesh Chandra Verma Advocate","Hindusthan Nirman Dal","1002","0","1002","0.09",NA,NA,NA
"2422","Uttar Pradesh","Kheri","9","Moh. Mumtaz Raza","Rashtriya Janwadi Party (Socialist)","1059","1","1060","0.09",NA,NA,NA
"2423","Uttar Pradesh","Kheri","10","Ram Jeevan","Bahujan Awam Party","1077","1","1078","0.09",NA,NA,NA
"2424","Uttar Pradesh","Kheri","11","Shrikrishna Verma","Peace Party","1989","2","1991","0.18",NA,NA,NA
"2425","Uttar Pradesh","Kheri","12","Ajay Kumar Dixit","Independent","1654","0","1654","0.15",NA,NA,NA
"2426","Uttar Pradesh","Kheri","13","Krishna Kumar","Independent","2496","0","2496","0.22",NA,NA,NA
"2427","Uttar Pradesh","Kheri","14","Paro Kinner","Independent","5315","0","5315","0.47",NA,NA,NA
"2428","Uttar Pradesh","Kheri","15","Manoj Kumar Singh","Independent","5320","0","5320","0.47",NA,NA,NA
"2429","Uttar Pradesh","Kheri","16","NOTA","None of the Above","8747","3","8750","0.77",NA,NA,NA
"2430","Uttar Pradesh","Shahjahanpur","1","Amar Chandra Jauhar","Bahujan Samaj Party","417337","3235","420572","35.46",NA,NA,NA
"2431","Uttar Pradesh","Shahjahanpur","2","Arun Kumar Sagar","Bharatiya Janata Party","686352","2638","688990","58.09",NA,NA,NA
"2432","Uttar Pradesh","Shahjahanpur","3","Brahm Swaroop Sagar","Indian National Congress","35055","228","35283","2.97",NA,NA,NA
"2433","Uttar Pradesh","Shahjahanpur","4","Manish Chandra Kori","Communist Party of India","9462","2","9464","0.8",NA,NA,NA
"2434","Uttar Pradesh","Shahjahanpur","5","Kishan Lal","Sanyukt Vikas Party","2249","1","2250","0.19",NA,NA,NA
"2435","Uttar Pradesh","Shahjahanpur","6","Kuwar Pal Singh Gautam","Jan Seva Sahayak Party","1150","1","1151","0.1",NA,NA,NA
"2436","Uttar Pradesh","Shahjahanpur","7","Dharmvir Balmiki","Bhartiya Bhaichara Party","1155","4","1159","0.1",NA,NA,NA
"2437","Uttar Pradesh","Shahjahanpur","8","Narveer Fauji","Pragatishil Samajwadi Party (Lohia)","2094","10","2104","0.18",NA,NA,NA
"2438","Uttar Pradesh","Shahjahanpur","9","Manohar Lal Saroj","Netaji Subhash Chander Bose Rashtriya Azad Party","2340","2","2342","0.2",NA,NA,NA
"2439","Uttar Pradesh","Shahjahanpur","10","Ramesh Chandra Verma","Manav Kranti Party","1343","1","1344","0.11",NA,NA,NA
"2440","Uttar Pradesh","Shahjahanpur","11","Sohan Pal alias Sonpal","Bhartiya Krishak Dal","1711","1","1712","0.14",NA,NA,NA
"2441","Uttar Pradesh","Shahjahanpur","12","Arun Kumar","Independent","2836","1","2837","0.24",NA,NA,NA
"2442","Uttar Pradesh","Shahjahanpur","13","Vineet","Independent","2604","0","2604","0.22",NA,NA,NA
"2443","Uttar Pradesh","Shahjahanpur","14","Shyamacharan","Independent","5308","0","5308","0.45",NA,NA,NA
"2444","Uttar Pradesh","Shahjahanpur","15","NOTA","None of the Above","8978","59","9037","0.76",NA,NA,NA
"2445","Uttar Pradesh","Pilibhit","1","Feroze Varun Gandhi","Bharatiya Janata Party","702755","1794","704549","59.38",NA,NA,NA
"2446","Uttar Pradesh","Pilibhit","2","Hemraj Verma","Samajwadi Party","447140","1782","448922","37.83",NA,NA,NA
"2447","Uttar Pradesh","Pilibhit","3","Anita Tripathi","Shivsena","3961","13","3974","0.33",NA,NA,NA
"2448","Uttar Pradesh","Pilibhit","4","Dr. Bharat","Janata Dal  (United)","1606","18","1624","0.14",NA,NA,NA
"2449","Uttar Pradesh","Pilibhit","5","Dr. Sita Ram Rajput","Sabka Dal United","1097","1","1098","0.09",NA,NA,NA
"2450","Uttar Pradesh","Pilibhit","6","Sanjay Kumar Bharti","Naitik Party","689","7","696","0.06",NA,NA,NA
"2451","Uttar Pradesh","Pilibhit","7","Md. Hanif","Pragatishil Samajwadi Party (Lohia)","1275","1","1276","0.11",NA,NA,NA
"2452","Uttar Pradesh","Pilibhit","8","Urvashi Singh","Independent","861","3","864","0.07",NA,NA,NA
"2453","Uttar Pradesh","Pilibhit","9","Kaif Raza Khan","Independent","924","2","926","0.08",NA,NA,NA
"2454","Uttar Pradesh","Pilibhit","10","Jafri Begum","Independent","1627","6","1633","0.14",NA,NA,NA
"2455","Uttar Pradesh","Pilibhit","11","Munesh Singh","Independent","2128","1","2129","0.18",NA,NA,NA
"2456","Uttar Pradesh","Pilibhit","12","Varun Gandhi","Independent","4471","12","4483","0.38",NA,NA,NA
"2457","Uttar Pradesh","Pilibhit","13","Surendra Kumar Gupta","Independent","4440","2","4442","0.37",NA,NA,NA
"2458","Uttar Pradesh","Pilibhit","14","NOTA","None of the Above","9916","57","9973","0.84",NA,NA,NA
"2459","Uttar Pradesh","Bareilly","1","PRAVEEN SINGH ARON","Indian National Congress","74003","203","74206","6.95",NA,NA,NA
"2460","Uttar Pradesh","Bareilly","2","BHAGWAT SARAN GANGWAR","Samajwadi Party","397403","585","397988","37.25",NA,NA,NA
"2461","Uttar Pradesh","Bareilly","3","SATISH KUMAR","Communist Party of India","7515","4","7519","0.7",NA,NA,NA
"2462","Uttar Pradesh","Bareilly","4","SANTOSH KUMAR GANGWAR","Bharatiya Janata Party","563533","1737","565270","52.91",NA,NA,NA
"2463","Uttar Pradesh","Bareilly","5","JAGPAL SINGH YADAV","Akhand Samaj Party","2653","2","2655","0.25",NA,NA,NA
"2464","Uttar Pradesh","Bareilly","6","MANOJ VIKAT","Bahujan Nyay Dal","681","0","681","0.06",NA,NA,NA
"2465","Uttar Pradesh","Bareilly","7","YATENDRA SINGH","Bahujan Samyak Party (Mission)","498","3","501","0.05",NA,NA,NA
"2466","Uttar Pradesh","Bareilly","8","RAHEESH MIYA","VANCHITSAMAJ INSAAF PARTY","644","1","645","0.06",NA,NA,NA
"2467","Uttar Pradesh","Bareilly","9","RABIYA AKHTAR","Khusro Sena Party","687","0","687","0.06",NA,NA,NA
"2468","Uttar Pradesh","Bareilly","10","LAEEK AHMAD MANSOORI","Naitik Party","851","0","851","0.08",NA,NA,NA
"2469","Uttar Pradesh","Bareilly","11","SAMAN TAHIR","Pragatishil Samajwadi Party (Lohia)","2482","6","2488","0.23",NA,NA,NA
"2470","Uttar Pradesh","Bareilly","12","USHA AGARWAL","Independent","1071","1","1072","0.1",NA,NA,NA
"2471","Uttar Pradesh","Bareilly","13","ZAVED KHAN","Independent","2789","0","2789","0.26",NA,NA,NA
"2472","Uttar Pradesh","Bareilly","14","NITIN MOHAN","Independent","1192","1","1193","0.11",NA,NA,NA
"2473","Uttar Pradesh","Bareilly","15","RAKESH AGARWAL ADVOCATE","Independent","1985","1","1986","0.19",NA,NA,NA
"2474","Uttar Pradesh","Bareilly","16","SYED RASHID ALI CHAMAN","Independent","3984","3","3987","0.37",NA,NA,NA
"2475","Uttar Pradesh","Bareilly","17","NOTA","None of the Above","3797","27","3824","0.36",NA,NA,NA
"2476","Uttar Pradesh","Aonla","1","DHARMENDRA KASHYAP","Bharatiya Janata Party","536377","1298","537675","51.07",NA,NA,NA
"2477","Uttar Pradesh","Aonla","2","RUCHIVIRA","Bahujan Samaj Party","423100","832","423932","40.27",NA,NA,NA
"2478","Uttar Pradesh","Aonla","3","KUNWAR SARVARAJ SINGH","Indian National Congress","62407","141","62548","5.94",NA,NA,NA
"2479","Uttar Pradesh","Aonla","4","MO. ATEEQ","National Fifty Fifty Front","1308","0","1308","0.12",NA,NA,NA
"2480","Uttar Pradesh","Aonla","5","IRSHAD ANSARI ADVOCATE","VANCHITSAMAJ INSAAF PARTY","909","3","912","0.09",NA,NA,NA
"2481","Uttar Pradesh","Aonla","6","RISHIPAL","Jan Shakti Ekta Party","1555","2","1557","0.15",NA,NA,NA
"2482","Uttar Pradesh","Aonla","7","DINESH KUMAR","Hindusthan Nirman Dal","1056","0","1056","0.1",NA,NA,NA
"2483","Uttar Pradesh","Aonla","8","DHARMENDRA KUMAR","Shivsena","1376","2","1378","0.13",NA,NA,NA
"2484","Uttar Pradesh","Aonla","9","PRAMOD KUMAR YADAV","Bhartiya Krishak Dal","941","2","943","0.09",NA,NA,NA
"2485","Uttar Pradesh","Aonla","10","PRITI KASHYAP","Rashtriya Mazdoor Ekta Party","1736","3","1739","0.17",NA,NA,NA
"2486","Uttar Pradesh","Aonla","11","RAMPHAL SHAKYA","Bahujan Mukti Party","1659","1","1660","0.16",NA,NA,NA
"2487","Uttar Pradesh","Aonla","12","SUNIL KUMAR","Pragatishil Samajwadi Party (Lohia)","2109","8","2117","0.2",NA,NA,NA
"2488","Uttar Pradesh","Aonla","13","LAKSHMI","Independent","3097","0","3097","0.29",NA,NA,NA
"2489","Uttar Pradesh","Aonla","14","HEMENDRA PAL SINGH","Independent","3675","0","3675","0.35",NA,NA,NA
"2490","Uttar Pradesh","Aonla","15","NOTA","None of the Above","9188","10","9198","0.87",NA,NA,NA
"2491","Uttar Pradesh","Badaun","1","Dharmendra Yadav","Samajwadi Party","491959","939","492898","45.59",NA,NA,NA
"2492","Uttar Pradesh","Badaun","2","Saleem Iqbal Shervani","Indian National Congress","51896","51","51947","4.8",NA,NA,NA
"2493","Uttar Pradesh","Badaun","3","Dr. Sanghmitra Maurya","Bharatiya Janata Party","510343","1009","511352","47.3",NA,NA,NA
"2494","Uttar Pradesh","Badaun","4","Kailash Kumar Mishra","All India Forward Bloc","4346","1","4347","0.4",NA,NA,NA
"2495","Uttar Pradesh","Badaun","5","Mahesh Shrivastav","Kalyankari Jantantrik Party","1333","3","1336","0.12",NA,NA,NA
"2496","Uttar Pradesh","Badaun","6","Atul Kumar","Independent","1680","1","1681","0.16",NA,NA,NA
"2497","Uttar Pradesh","Badaun","7","Kirpa Shankar Shakya","Independent","2218","1","2219","0.21",NA,NA,NA
"2498","Uttar Pradesh","Badaun","8","Swami Paglanand","Independent","4085","0","4085","0.38",NA,NA,NA
"2499","Uttar Pradesh","Badaun","9","Hari Singh","Independent","2636","1","2637","0.24",NA,NA,NA
"2500","Uttar Pradesh","Badaun","10","NOTA","None of the Above","8602","4","8606","0.8",NA,NA,NA
"2501","Uttar Pradesh","Etah","1","Ku. Devendra Singh Yadav","Samajwadi Party","422054","624","422678","42.28",NA,NA,NA
"2502","Uttar Pradesh","Etah","2","Rajveer Singh (Raju Bhaiya)","Bharatiya Janata Party","544267","1081","545348","54.56",NA,NA,NA
"2503","Uttar Pradesh","Etah","3","Atar Singh","Rashtriya Shoshit Samaj Party","5104","6","5110","0.51",NA,NA,NA
"2504","Uttar Pradesh","Etah","4","Anuj Kumar","Subhashwadi Bhartiya Samajwadi Party (Subhas Party)","834","4","838","0.08",NA,NA,NA
"2505","Uttar Pradesh","Etah","5","Anand Prakash Singh Rajput","Rashtriya Backward Party","582","2","584","0.06",NA,NA,NA
"2506","Uttar Pradesh","Etah","6","Naresh Chandra","Bhartiya Shakti Chetna Party","480","2","482","0.05",NA,NA,NA
"2507","Uttar Pradesh","Etah","7","Bharat Singh","Rashtriya Kranti Party","665","1","666","0.07",NA,NA,NA
"2508","Uttar Pradesh","Etah","8","Rashmi Yadav","Pragatishil Samajwadi Party (Lohia)","1459","11","1470","0.15",NA,NA,NA
"2509","Uttar Pradesh","Etah","9","Suraj Singh","Jan Adhikar Party","5121","5","5126","0.51",NA,NA,NA
"2510","Uttar Pradesh","Etah","10","Ashok Kumar","Independent","540","2","542","0.05",NA,NA,NA
"2511","Uttar Pradesh","Etah","11","Indrapal","Independent","711","1","712","0.07",NA,NA,NA
"2512","Uttar Pradesh","Etah","12","Parvati Nandan","Independent","1858","0","1858","0.19",NA,NA,NA
"2513","Uttar Pradesh","Etah","13","Satendra Kumar Panda","Independent","1577","0","1577","0.16",NA,NA,NA
"2514","Uttar Pradesh","Etah","14","Hari Om","Independent","6337","2","6339","0.63",NA,NA,NA
"2515","Uttar Pradesh","Etah","15","NOTA","None of the Above","6264","13","6277","0.63",NA,NA,NA
"2516","Uttar Pradesh","Mainpuri","1","PREM SINGH SHAKYA","Bharatiya Janata Party","428559","1978","430537","44.09",NA,NA,NA
"2517","Uttar Pradesh","Mainpuri","2","MULAYAM SINGH YADAV","Samajwadi Party","523145","1781","524926","53.75",NA,NA,NA
"2518","Uttar Pradesh","Mainpuri","3","OMBEER LODHI","Jan Seva Sahayak Party","2574","6","2580","0.26",NA,NA,NA
"2519","Uttar Pradesh","Mainpuri","4","KULDEEP KUMAR","Bhartiya Kisan Party","1173","22","1195","0.12",NA,NA,NA
"2520","Uttar Pradesh","Mainpuri","5","CHAKRAPAN","Jan Adesh Akshuni Sena","1809","3","1812","0.19",NA,NA,NA
"2521","Uttar Pradesh","Mainpuri","6","TEJ PRATAP SINGH JATAV","Moulik Adhikar Party","1728","2","1730","0.18",NA,NA,NA
"2522","Uttar Pradesh","Mainpuri","7","RAJAT KUMAR","Bhartiya Jan Nayak Party","619","4","623","0.06",NA,NA,NA
"2523","Uttar Pradesh","Mainpuri","8","RAVINDRA SINGH KATAR","Bhartiya Navodaya Party","617","2","619","0.06",NA,NA,NA
"2524","Uttar Pradesh","Mainpuri","9","SHYAM SINGH","Swatantra Jantaraj Party","1051","2","1053","0.11",NA,NA,NA
