states,rurality,age_cat,education_level,gender,totcount,zones
(34) Pondicherry 34,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,   1558,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,   5457,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,  10564,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,  10881,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,   9929,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,  10723,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,   2774,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   8332,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,  13398,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,  12903,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,  12778,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,  17007,(06) Southern 06
(35) Anadman/Nicobar 35,(0) rural 0,(17-24],(01) No Formal Edu 01,(2) Female 2,    964,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(24-34],(01) No Formal Edu 01,(2) Female 2,   2590,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(34-44],(01) No Formal Edu 01,(2) Female 2,   4183,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(44-54],(01) No Formal Edu 01,(2) Female 2,   4854,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(54-64],(01) No Formal Edu 01,(2) Female 2,   4162,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(64-100],(01) No Formal Edu 01,(2) Female 2,   3601,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(17-24],(01) No Formal Edu 01,(2) Female 2,    472,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(24-34],(01) No Formal Edu 01,(2) Female 2,   1365,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(34-44],(01) No Formal Edu 01,(2) Female 2,   2123,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(44-54],(01) No Formal Edu 01,(2) Female 2,   2164,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(54-64],(01) No Formal Edu 01,(2) Female 2,   1478,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(64-100],(01) No Formal Edu 01,(2) Female 2,   1090,(04) Eastern 04
(01) Jammu & Kashmir 01,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  59486,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  71841,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  57943,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,  42607,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,  26227,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,  24076,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,  14926,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,  16044,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,  15649,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,  12239,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   6859,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,   7284,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  49811,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  76948,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  95497,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,  87388,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,  58383,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,  48395,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,   5798,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,   6779,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,   6419,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,   5371,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   2931,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,   2422,(01) North 01
(03) Punjab 03,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1, 244622,(01) North 01
(03) Punjab 03,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1, 236689,(01) North 01
(03) Punjab 03,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1, 218325,(01) North 01
(03) Punjab 03,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1, 173106,(01) North 01
(03) Punjab 03,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1, 105600,(01) North 01
(03) Punjab 03,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,  94737,(01) North 01
(03) Punjab 03,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1, 105275,(01) North 01
(03) Punjab 03,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1, 106205,(01) North 01
(03) Punjab 03,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,  93683,(01) North 01
(03) Punjab 03,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,  78974,(01) North 01
(03) Punjab 03,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,  47560,(01) North 01
(03) Punjab 03,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,  45170,(01) North 01
(04) Chandigarh 04,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,    596,(01) North 01
(04) Chandigarh 04,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,    606,(01) North 01
(04) Chandigarh 04,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,    431,(01) North 01
(04) Chandigarh 04,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,    200,(01) North 01
(04) Chandigarh 04,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,     98,(01) North 01
(04) Chandigarh 04,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,     64,(01) North 01
(04) Chandigarh 04,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,  12608,(01) North 01
(04) Chandigarh 04,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,  13311,(01) North 01
(04) Chandigarh 04,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,  10013,(01) North 01
(04) Chandigarh 04,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,   6877,(01) North 01
(04) Chandigarh 04,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   3423,(01) North 01
(04) Chandigarh 04,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,   2215,(01) North 01
(05) Uttarakhand 05,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  67839,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  70538,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  73344,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,  68011,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,  63134,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,  67348,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,  33693,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,  30609,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,  25630,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,  19165,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,  12473,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,  11836,(02) North-Central 02
(06) Haryana 06,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1, 239499,(01) North 01
(06) Haryana 06,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1, 288302,(01) North 01
(06) Haryana 06,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1, 235120,(01) North 01
(06) Haryana 06,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1, 150690,(01) North 01
(06) Haryana 06,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,  89386,(01) North 01
(06) Haryana 06,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,  72494,(01) North 01
(06) Haryana 06,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,  85196,(01) North 01
(06) Haryana 06,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,  94623,(01) North 01
(06) Haryana 06,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,  80781,(01) North 01
(06) Haryana 06,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,  57121,(01) North 01
(06) Haryana 06,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,  34106,(01) North 01
(06) Haryana 06,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,  31740,(01) North 01
(07) Delhi 07,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,   5158,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,   4913,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,   3901,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,   2570,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,   1659,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,   1213,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1, 190659,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1, 194816,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1, 153789,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1, 103292,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,  62472,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,  46660,(02) North-Central 02
(08) Rajasthan 08,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1, 920686,(01) North 01
(08) Rajasthan 08,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,1005403,(01) North 01
(08) Rajasthan 08,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1, 725193,(01) North 01
(08) Rajasthan 08,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1, 499960,(01) North 01
(08) Rajasthan 08,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1, 301422,(01) North 01
(08) Rajasthan 08,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1, 222332,(01) North 01
(08) Rajasthan 08,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1, 215288,(01) North 01
(08) Rajasthan 08,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1, 229939,(01) North 01
(08) Rajasthan 08,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1, 187882,(01) North 01
(08) Rajasthan 08,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1, 143404,(01) North 01
(08) Rajasthan 08,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,  86656,(01) North 01
(08) Rajasthan 08,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,  77928,(01) North 01
(09) Uttar Pradesh 09,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,1884322,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,1770644,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,1467784,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1, 983529,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1, 762388,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1, 763972,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1, 508602,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1, 420675,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1, 349107,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1, 246903,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1, 162786,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1, 145349,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,1218970,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,1364279,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1, 974539,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1, 616330,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1, 454710,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1, 424020,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1, 122163,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1, 124425,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1, 100523,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,  71290,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,  50015,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,  45097,(02) North-Central 02
(11) Sikkim 11,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  15749,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  17602,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  11858,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,   8474,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,   5240,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,   3887,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,   3146,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,   3707,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,   2772,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,   2055,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   1144,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,    762,(04) Eastern 04
(12) Arunachal Pradesh 12,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  15454,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  17138,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  13302,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,   8815,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,   4251,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,   2215,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,   3438,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,   4121,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,   3911,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,   2939,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   1151,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,    488,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  24697,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  26685,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  21789,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,  16335,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,   9567,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,   7628,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,   7161,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,   7921,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,   6455,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,   5437,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   3120,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,   1941,(03) North-Eastern 03
(14) Manipur 14,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  16871,(03) North-Eastern 03
(14) Manipur 14,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  18592,(03) North-Eastern 03
(14) Manipur 14,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  15396,(03) North-Eastern 03
(14) Manipur 14,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,  12943,(03) North-Eastern 03
(14) Manipur 14,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,   9500,(03) North-Eastern 03
(14) Manipur 14,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,   8456,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,   3187,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,   3500,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,   2953,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,   2881,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   2469,(03) North-Eastern 03
(14) Manipur 14,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,   3389,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  13677,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  19413,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  13676,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,  12110,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,   8778,(03) North-Eastern 03
(15) Mizoram 15,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,   7383,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,   7728,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,  11451,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,   9214,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,   8944,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   7025,(03) North-Eastern 03
(15) Mizoram 15,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,   7127,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(17-24],(02) Primary or Lower 02,(1) Male 1,  66855,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(24-34],(02) Primary or Lower 02,(1) Male 1,  89635,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(34-44],(02) Primary or Lower 02,(1) Male 1,  74561,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(44-54],(02) Primary or Lower 02,(1) Male 1,  59185,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(54-64],(02) Primary or Lower 02,(1) Male 1,  34296,(03) North-Eastern 03
(16) Tripura 16,(0) rural 0,(64-100],(02) Primary or Lower 02,(1) Male 1,  32118,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(17-24],(02) Primary or Lower 02,(1) Male 1,  16012,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(24-34],(02) Primary or Lower 02,(1) Male 1,  22164,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(34-44],(02) Primary or Lower 02,(1) Male 1,  20112,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(44-54],(02) Primary or Lower 02,(1) Male 1,  15698,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(54-64],(02) Primary or Lower 02,(1) Male 1,   8918,(03) North-Eastern 03
(16) Tripura 16,(1) urban 1,(64-100],(02) Primary or Lower 02,(1) Male 1,   8407,(03) North-Eastern 03
